"","diffMeth.per.chr.chr","diffMeth.per.chr.number.of.hypermethylated","diffMeth.per.chr.percentage.of.hypermethylated","diffMeth.per.chr.number.of.hypomethylated","diffMeth.per.chr.percentage.of.hypomethylated","diffMeth.all.number.of.hypermethylated","diffMeth.all.percentage.of.hypermethylated","diffMeth.all.number.of.hypomethylated","diffMeth.all.percentage.of.hypomethylated"
"2869","C31242",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2870","C31246",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2871","C31256",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2872","C31260",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2873","C31262",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2874","C31264",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2875","C31270",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2876","C31278",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2877","C31292",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2878","C31300",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2879","C31304",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2880","C31322",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2881","C31324",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2882","C31336",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2883","C31340",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2884","C31346",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2885","C31354",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2886","C31366",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2887","C31370",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2888","C31380",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2889","C31386",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2890","C31390",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2891","C31396",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2892","C31398",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2893","C31400",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2894","C31408",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2895","C31410",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2896","C31414",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2897","C31442",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2898","C31446",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2899","C31458",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2900","C31460",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2901","C31466",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2902","C31482",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2903","C31486",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2904","C31488",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2905","C31500",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2906","C31504",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2907","C31510",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2908","C31526",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2909","C31542",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2910","C31546",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2911","C31564",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2912","C31572",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2913","C31574",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2914","C31584",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2915","C31590",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2916","C31602",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2917","C31626",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2918","C31630",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2919","C31632",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2920","C31644",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2921","C31654",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2922","C31668",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2923","C31694",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2924","C31698",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2925","C31706",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2926","C31714",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2927","C31724",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2928","C31730",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2929","C31738",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2930","C31746",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2931","C31762",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2932","C31776",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2933","C31778",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2934","C31806",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2935","C31808",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2936","C31814",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2937","C31828",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2938","C31832",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2939","C31838",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2940","C31840",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2941","C31846",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2942","C31876",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2943","C31882",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2944","C31884",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2945","C31896",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2946","C31902",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2947","C31910",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2948","C31912",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2949","C31940",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2950","C31952",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2951","C31964",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2952","C31968",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2953","C31978",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2954","C31982",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2955","C31986",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2956","C31988",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2957","C31996",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2958","C32002",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2959","C32006",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2960","C32026",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2961","C32028",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2962","C32054",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2963","C32056",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2964","C32082",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2965","C32084",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2966","C32088",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2967","C32098",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2968","C32106",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2969","C32108",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2970","C32110",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2971","C32122",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2972","C32130",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2973","C32136",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2974","C32150",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2975","C32156",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2976","C32176",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2977","C32184",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2978","C32186",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2979","C32196",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2980","C32216",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2981","C32222",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2982","C32224",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2983","C32228",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2984","C32240",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2985","C32242",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2986","C32246",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2987","C32260",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2988","C32264",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2989","C32270",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2990","C32272",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2991","C32276",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2992","C32278",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2993","C32292",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2994","C32314",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2995","C32318",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2996","C32328",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2997","C32332",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2998","C32340",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"2999","C32382",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3000","C32390",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3001","C32398",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3002","C32402",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3003","C32406",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3004","C32424",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3005","C32426",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3006","C32438",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3007","C32444",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3008","C32458",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3009","C32468",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3010","C32472",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3011","C32482",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3012","C32484",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3013","C32512",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3014","C32516",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3015","C32532",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3016","C32536",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3017","C32542",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3018","C32552",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3019","C32554",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3020","C32568",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3021","C32576",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3022","C32578",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3023","C32582",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3024","C32596",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3025","C32606",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3026","C32614",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3027","C32636",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3028","C32644",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3029","C32654",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"3030","C32656",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3031","C32660",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3032","C32674",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3033","C32682",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3034","C32694",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3035","C32700",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3036","C32714",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3037","C32728",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3038","C32748",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3039","C32772",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3040","C32774",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3041","C32778",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3042","C32794",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3043","C32810",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3044","C32812",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3045","C32814",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3046","C32818",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3047","C32838",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3048","C32842",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3049","C32848",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3050","C32884",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3051","C32888",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3052","C32906",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3053","C32914",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3054","C32918",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3055","C32930",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3056","C32966",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3057","C32974",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3058","C32984",0,0,1,0.613496932515337,409,0.00784909623126316,317,0.00608352935283722
"3059","C32986",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3060","C32992",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3061","C32994",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3062","C33024",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3063","C33038",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3064","C33084",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3065","C33102",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3066","C33126",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3067","C33128",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3068","C33136",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3069","C33148",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3070","C33162",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3071","C33172",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3072","C33174",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3073","C33176",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3074","C33182",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3075","C33188",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3076","C33200",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3077","C33204",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3078","C33220",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3079","C33222",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3080","C33230",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3081","C33236",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3082","C33244",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3083","C33256",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3084","C33260",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3085","C33308",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3086","C33310",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3087","C33320",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3088","C33332",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3089","C33368",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3090","C33378",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3091","C33408",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3092","C33436",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3093","C33442",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3094","C33464",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3095","C33472",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3096","C33478",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3097","C33482",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3098","C33496",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3099","C33510",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3100","C33524",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3101","C33534",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3102","C33560",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3103","C33564",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3104","C33576",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3105","C33580",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3106","C33592",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3107","C33614",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3108","C33646",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3109","C33654",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3110","C33658",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3111","C33664",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3112","C33666",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3113","C33688",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3114","C33708",1,0.769230769230769,0,0,409,0.00784909623126316,317,0.00608352935283722
"3115","C33730",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3116","C33734",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3117","C33748",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3118","C33762",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3119","C33776",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3120","C33812",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3121","C33864",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3122","C33892",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3123","C33918",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3124","C33952",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3125","C34010",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3126","C34066",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3127","C34072",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3128","C34104",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3129","C34110",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3130","C34112",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3131","C34116",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3132","C34120",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3133","C34122",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3134","C34136",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3135","C34158",1,0.574712643678161,0,0,409,0.00784909623126316,317,0.00608352935283722
"3136","C34160",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3137","C34166",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3138","C34174",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3139","C34176",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3140","C34200",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3141","C34208",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3142","C34218",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3143","C34226",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3144","C34250",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3145","C34256",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3146","C34270",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3147","C34272",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3148","C34274",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3149","C34286",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3150","C34288",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3151","C34300",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3152","C34310",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3153","C34320",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3154","C34340",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3155","C34372",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3156","C34402",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3157","C34406",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3158","C34408",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3159","C34418",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3160","C34436",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3161","C34444",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3162","C34458",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3163","C34464",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3164","C34466",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3165","C34488",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3166","C34496",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3167","C34516",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3168","C34546",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3169","C34550",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3170","C34552",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3171","C34556",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3172","C34562",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3173","C34564",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3174","C34566",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3175","C34600",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3176","C34622",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3177","C34630",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3178","C34634",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3179","C34636",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3180","C34708",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3181","C34712",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3182","C34726",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3183","C34792",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3184","C34798",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3185","C34804",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3186","C34846",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3187","C34856",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3188","C34876",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3189","C34884",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3190","C34902",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3191","C34948",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3192","C35006",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3193","C35028",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3194","C35042",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3195","C35068",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3196","C35134",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3197","C35160",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3198","C35168",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3199","C35172",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3200","C35260",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3201","C35262",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3202","C35282",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3203","C35386",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3204","C35400",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3205","C35502",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3206","C35532",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3207","C35548",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3208","C35556",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3209","C35564",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3210","C35606",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3211","C35642",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3212","C35646",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3213","C35716",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3214","C35760",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3215","C35776",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3216","C35786",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3217","C35794",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3218","C35840",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3219","C35844",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3220","C35952",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3221","C35992",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3222","C36014",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3223","C36028",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3224","C36038",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3225","C36172",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3226","C36322",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3227","C36636",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3228","C36680",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"3229","C37024",1,0.359712230215827,0,0,409,0.00784909623126316,317,0.00608352935283722
"3230","C37392",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
