"","diffMeth.per.chr.chr","diffMeth.per.chr.number.of.hypermethylated","diffMeth.per.chr.percentage.of.hypermethylated","diffMeth.per.chr.number.of.hypomethylated","diffMeth.per.chr.percentage.of.hypomethylated","diffMeth.all.number.of.hypermethylated","diffMeth.all.percentage.of.hypermethylated","diffMeth.all.number.of.hypomethylated","diffMeth.all.percentage.of.hypomethylated"
"1478","C22636",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1479","C22638",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1480","C22644",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1481","C22648",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1482","C22662",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1483","C22666",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1484","C22668",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1485","C22676",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1486","C22678",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1487","C22682",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1488","C22700",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1489","C22704",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1490","C22708",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1491","C22710",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1492","C22712",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1493","C22714",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1494","C22722",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1495","C22724",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1496","C22728",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1497","C22732",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1498","C22734",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1499","C22748",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1500","C22750",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1501","C22752",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1502","C22754",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1503","C22758",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1504","C22768",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1505","C22772",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1506","C22778",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1507","C22782",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1508","C22790",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1509","C22794",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1510","C22798",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1511","C22800",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1512","C22802",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1513","C22804",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1514","C22810",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1515","C22820",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1516","C22822",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1517","C22824",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1518","C22832",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1519","C22834",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1520","C22842",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1521","C22844",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1522","C22856",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1523","C22862",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1524","C22866",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1525","C22868",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1526","C22870",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1527","C22880",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1528","C22888",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1529","C22892",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1530","C22894",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1531","C22902",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1532","C22904",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1533","C22906",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1534","C22910",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1535","C22926",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1536","C22928",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1537","C22940",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1538","C22944",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1539","C22948",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1540","C22958",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1541","C22966",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1542","C22968",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1543","C22972",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1544","C22978",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1545","C22980",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1546","C22982",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1547","C22990",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1548","C22994",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1549","C22996",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1550","C22998",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1551","C23010",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1552","C23014",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1553","C23016",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1554","C23024",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1555","C23030",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1556","C23032",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1557","C23036",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1558","C23040",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1559","C23042",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1560","C23048",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1561","C23080",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1562","C23092",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1563","C23096",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1564","C23098",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1565","C23102",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1566","C23104",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1567","C23106",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1568","C23110",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1569","C23116",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1570","C23120",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1571","C23124",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1572","C23144",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1573","C23146",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1574","C23154",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1575","C23158",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1576","C23160",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1577","C23162",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1578","C23166",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1579","C23172",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1580","C23180",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1581","C23182",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1582","C23192",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1583","C23196",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1584","C23198",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1585","C23202",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1586","C23204",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1587","C23210",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1588","C23214",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1589","C23220",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1590","C23222",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1591","C23230",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1592","C23232",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1593","C23238",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1594","C23248",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1595","C23254",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1596","C23256",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1597","C23258",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1598","C23264",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1599","C23272",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1600","C23276",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1601","C23278",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1602","C23298",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1603","C23300",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1604","C23302",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1605","C23312",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1606","C23316",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1607","C23328",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1608","C23330",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1609","C23336",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1610","C23338",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1611","C23342",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1612","C23360",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1613","C23362",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1614","C23366",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1615","C23370",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1616","C23372",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1617","C23378",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1618","C23390",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1619","C23400",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1620","C23404",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1621","C23408",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1622","C23410",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1623","C23422",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1624","C23424",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1625","C23426",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1626","C23428",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1627","C23432",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1628","C23436",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1629","C23438",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1630","C23440",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1631","C23442",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1632","C23444",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1633","C23446",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1634","C23452",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1635","C23454",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1636","C23456",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1637","C23458",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1638","C23460",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1639","C23468",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1640","C23470",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1641","C23472",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1642","C23482",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1643","C23484",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1644","C23490",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1645","C23492",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1646","C23494",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1647","C23496",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1648","C23498",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1649","C23500",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1650","C23502",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1651","C23512",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1652","C23514",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1653","C23530",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1654","C23564",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1655","C23566",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1656","C23570",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1657","C23572",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1658","C23580",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1659","C23582",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1660","C23586",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1661","C23592",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1662","C23594",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1663","C23608",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1664","C23616",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1665","C23626",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1666","C23638",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1667","C23642",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1668","C23648",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1669","C23650",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1670","C23662",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1671","C23676",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1672","C23682",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1673","C23688",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1674","C23690",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1675","C23700",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1676","C23702",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1677","C23714",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1678","C23716",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1679","C23726",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1680","C23732",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1681","C23734",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1682","C23742",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1683","C23744",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1684","C23752",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1685","C23756",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1686","C23760",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1687","C23762",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1688","C23772",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1689","C23776",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1690","C23778",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1691","C23786",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1692","C23796",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1693","C23800",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1694","C23804",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1695","C23808",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1696","C23812",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1697","C23818",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1698","C23822",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1699","C23828",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1700","C23836",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1701","C23838",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1702","C23856",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1703","C23858",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1704","C23860",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1705","C23866",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1706","C23868",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1707","C23878",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1708","C23882",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1709","C23886",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1710","C23890",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1711","C23896",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1712","C23898",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1713","C23900",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1714","C23904",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1715","C23908",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1716","C23922",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1717","C23926",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1718","C23930",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1719","C23944",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1720","C23946",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1721","C23956",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1722","C23962",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1723","C23968",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1724","C23974",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1725","C23984",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1726","C23992",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1727","C23998",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1728","C24000",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1729","C24008",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1730","C24014",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1731","C24020",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1732","C24022",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1733","C24024",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1734","C24030",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1735","C24036",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1736","C24042",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1737","C24044",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1738","C24046",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1739","C24052",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1740","C24068",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1741","C24074",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1742","C24090",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1743","C24098",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1744","C24112",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1745","C24114",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1746","C24116",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1747","C24118",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1748","C24128",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1749","C24134",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1750","C24138",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1751","C24148",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1752","C24156",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1753","C24158",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1754","C24160",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1755","C24184",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1756","C24196",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1757","C24204",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1758","C24210",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1759","C24224",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1760","C24232",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1761","C24242",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1762","C24244",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1763","C24248",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1764","C24252",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1765","C24270",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1766","C24274",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1767","C24276",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1768","C24280",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1769","C24292",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1770","C24294",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1771","C24304",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1772","C24306",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1773","C24308",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1774","C24316",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1775","C24318",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1776","C24320",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1777","C24328",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1778","C24334",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1779","C24342",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1780","C24346",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1781","C24380",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1782","C24384",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1783","C24398",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1784","C24400",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1785","C24418",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1786","C24420",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1787","C24426",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1788","C24428",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1789","C24432",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1790","C24436",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1791","C24438",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1792","C24440",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1793","C24442",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1794","C24446",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1795","C24450",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1796","C24454",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1797","C24456",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1798","C24458",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1799","C24464",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1800","C24470",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1801","C24478",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1802","C24494",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1803","C24498",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1804","C24514",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1805","C24516",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1806","C24520",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1807","C24524",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1808","C24530",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1809","C24536",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1810","C24538",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1811","C24556",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1812","C24562",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1813","C24564",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1814","C24566",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1815","C24570",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1816","C24580",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1817","C24582",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1818","C24588",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1819","C24590",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1820","C24596",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1821","C24602",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1822","C24604",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1823","C24608",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1824","C24610",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1825","C24614",0,NA,0,NA,409,0.00784909623126316,317,0.00608352935283722
"1826","C24616",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1827","C24628",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1828","C24632",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1829","C24634",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1830","C24640",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1831","C24642",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1832","C24650",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1833","C24654",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1834","C24658",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1835","C24672",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
"1836","C24676",0,0,0,0,409,0.00784909623126316,317,0.00608352935283722
